Category,tags,Title,Product Url,Primary Industries Icones,Features,Images Url,Standards - Text,Standards - Icons Urls,Applications,Download Documments,Product Details - Product Name,Product Details - Material,Product Details - Liner,Product Details - Grip,Product Details - Cuff,Product Details - Sizes,Product Details - Length /mm,Product Details - Thickness* (mm) / Weight* (g),Product Details - Colours,Product Details - Finish,Product Details - Ratings Icons,Product Details - Text,Product Details - Gauge/ gg,Product Details - Length / inches,Product Details - Length,Product Details - Product Type,Product Details - Type,Product Details - Shape,Product Details - Surface,Product Details - Class Type,Product Details - Marking tag color,Product Details - Cuff profile,Product Details - Length inches,Product Details - Thickness(max) mm,Product Details - Color,Product Details - Size range,Product Details - PPE Category,Product Details - Proof test voltage AC (V),"Product Details - Maximum working
voltage AC (V)",Product Details - Withstand voltage AC (V),Product Details - Category,Product Details - Arc Flash (EN61482-1-2),Product Details - Grip/Finish,Product Details - Colours Options,Product Details - Gauge (gge),Product Details - Cuffs,Product Details - ,Product Details - Material- Palm,Product Details - Material- Back of Palm,Product Details - Coating
"Categories: All products, Unsupported",,Silver 40,https://www.dplgroup.com/product/silver-40/,https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Flock free “silver” inner lining for easy-on-easy-off
Extra Light weight for better sensitivity
Anatomically shaped for comfort
Ingredients comply with FDA regulations for food contact (Blue and Green only)
Compliant with (EC) No.1935/2004 and EU 10/2011 (Blue, Yellow, Pink and Green only)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-40-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/silver-45-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
ASTM D4679 of 2002
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Food Handling
Canning and Food processing
Dairy processing
Agriculture
Facility Maintenance
Chemical Industry
",https://www.dplgroup.com/wp-content/uploads/2022/01/Silver-40.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Silver-40-1.pdf ,Silver 40,Natural Rubber,Silverlined,Honeycomb,"Straight, Pinked","6-6.5, 7-7.5, 8-8.5, 9-9.5 & XL","290, 300",0.40 (16 mil),"Yellow, Blue, Pink",Chlorinated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-01-5-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/Magneto-02-232x300.jpg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Silver 45,https://www.dplgroup.com/product/silver-45/,https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Flock free “silver” inner lining for easy-on-easy-off
Extra Light weight for better sensitivity
Anatomically shaped for comfort
Ingredients comply with FDA regulations for food contact (Blue and Green only)
Compliant with (EC) No.1935/2004 and EU 10/2011 (Blue, Yellow, Pink and Green only)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-45-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-50-2-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/silver-45-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Agriculture
Chemical Industry
Food Industry
Facility Maintenance
",,Silver 45,Natural Rubber,Silverlined,Honeycomb,"Pinked, Straight","6-6.5, 7-7.5, 8-8.5, 9-9.5, XL",300,0.45,"Blue, Yellow, Green",Chlorinated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Silver 45 Ultimate,https://www.dplgroup.com/product/silver-45-ultimate/,https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Life-Science-and-electronics.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Pharmaceutical.jpg ,"
Tacky finish treatment allows for an enhanced anti-slip surface texture for good grip in wet and dry conditions
Ideal for food handling due to absence of flock
Anatomically shaped for comfort
Flock free “silver” inner lining for easy-on- easy-off
Ingredients comply with FDA regulations for food contact (Blue only)
Compliant with (EC) No.1935/2004, EU 10/2011 & BfR XXI (Blue only)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-45-ultimate-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/shutterstock_172921133-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-45-Ultimate-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
ASTM D4679 of 2002
EC/1935/2004
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Canning and Food Processing
Poultry
Electronics and Small Parts Assembly
Laboratories
Pharmaceutical Manufacturing
",https://www.dplgroup.com/wp-content/uploads/2022/03/SE-Silver-45-ultimate.pdf ,Silver 45 Ultimate,Natural Rubber,Silver lined,Sand Patch,"Beaded, Straight","S, S+, M, L, L+, XL+, XXL+",300,0.45 (18 mil),Blue,Tacky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Silver 50,https://www.dplgroup.com/product/silver-50/,https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg ,"
Flock free “silver” inner lining for easy-on-easy-off
Extra Light weight for better sensitivity
Anatomically shaped for comfort
Ingredients comply with FDA regulations for food contact (Blue and Green only)
Compliant with (EC) No.1935/2004 and EU 10/ 2011 (Blue, Yellow, Pink and Green only)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-50-1-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/1357633620silver-50-Y-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-50-2-copy-150x150.jpg ,"
PPE Regulation (EU) 2016/425
ASTM D4679 of 2002
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Food Handling
Canning and Food processing
Dairy processing
Agriculture
Facility Maintenance
Chemical Industry
",https://www.dplgroup.com/wp-content/uploads/2022/01/Silver-50-1.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Silver-50.pdf ,Sliver 50,Natural Rubber,Silverlined,Honeycomb,"Straight, Pinked","6-6.5, 7-7.5, 8-8.5, 9-9.5 & XL",300,0.50 (19 mil),"Yellow, Blue, Pink",Chlorinated,https://www.dplgroup.com/wp-content/uploads/2021/11/Silver-50-01-232x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/Nova-Super-65-and-75-02-232x300.jpg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Stick grip,https://www.dplgroup.com/product/stick-grip/,https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Unique Patented StickGripTM pattern for exceptional dry and wet grip.
Eco-friendly solvent-free manufacturing process to protect the environment
Extremely flexible glove film due to the special construction
Seamless liner for comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/Stickgrip-new2-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/stick-grip-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Glass industry
Window paneling
Metal Fabrication
Sheet Metal Handling
Automotive Industry
General purpose
",https://www.dplgroup.com/wp-content/uploads/2022/01/Stickgrip.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Stick-Grip.pdf ,Stick Grip,Natural Rubber,Polycotton/Polyester/Spandex,Patented StickGripTM,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Blue, Orange, Black coating
on Yellow, Grey, Black and
White liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3142X-bw-new.jpg ,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Stick grip edge 32,https://www.dplgroup.com/product/stick-grip-edge-32/,https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Unique Patented StickGripTM pattern for exceptional dry and wet grip.
Eco-friendly solvent-free manufacturing process to protect the environment
TDM Cut Resistance Level “F”
Extremely flexible glove film due to the special construction
Seamless liner for comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/stickgrip-edge-32-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Glass & Window manufacturing
Metal Fabrication
Sheet Metal Handling
Automotive Industry
Metal stamping
Recycling
",https://www.dplgroup.com/wp-content/uploads/2022/01/Stickgrip-edge-32.pdf ,Stick Grip edge 32,Natural Rubber,"HPPE/Stainelss Steel/Nylon/
Cotton/Spandex engineered yarn",Patented StickGripTM,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Black Coating on Black and
White liner",Palm coated,,EN 388- 3X43F,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Trendy 38,https://www.dplgroup.com/product/trendy-38/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg ,"
Extended cuff for forearm protection
Pure cotton flock lining to absorb perspiration and provide comfort to user
Extra sensitivity and dexterity
Bacteriostatic and Fungicidal additives (Sanitized, Actifresh optional)
Chlorination – for low soluble proteins
",https://www.dplgroup.com/wp-content/uploads/2021/11/Trendy-38-1-150x150.png https://www.dplgroup.com/wp-content/uploads/2021/11/Trendy-38-2-150x150.png https://www.dplgroup.com/wp-content/uploads/2021/11/Trendy-38-R1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
ASTM D4679 – 02 (2015)
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Janitorial / Sanitation
Personal and Pet care
Household and kitchen use
",https://www.dplgroup.com/wp-content/uploads/2022/01/Trendy-38.pdf ,Trendy 38,Natural Rubber,Flocklined,Honeycomb,Straight – Fabric,"6-6.5, 7-7.5, 8-8.5, 9-9.5 & 10-10.5",420,0.38 (15 mil),"Yellow, Pink, Blue",Non Chlorinated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Ultragrip,https://www.dplgroup.com/product/ultragrip/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Pharmaceutical.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Anti-slip pattern for good grip in wet and dry conditions
Pure cotton flock lining to absorb perspiration
Anatomically shaped for comfort
Rolled cuff for improved tear resistance during donning/removal
",https://www.dplgroup.com/wp-content/uploads/2021/11/Ultra-grip-glove-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Agriculture
Domestic Use
Laboratories
Facility Maintenance
",https://www.dplgroup.com/wp-content/uploads/2022/03/SE-Ultragrip.pdf ,Ultragrip,Natural Rubber,Flocklined,Picot,Beaded,"6, 7, 8, 9",300,0.55,"Yellow, Mauve",Chlorinated,https://www.dplgroup.com/wp-content/uploads/2022/01/1010x-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/EN-407-Aklmnpst-150x150.jpg ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Ultragrip Super,https://www.dplgroup.com/product/ultragrip-super/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Anti-slip pattern for good grip in wet and dry conditions
Pure cotton flock lining to absorb perspiration
Anatomically shaped for comfort
",https://www.dplgroup.com/wp-content/uploads/2021/11/Ultragrip-Super-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
Agriculture
Domestic Use
Laboratories
Facility Maintenance
",https://www.dplgroup.com/wp-content/uploads/2022/02/SE-Ultragrip-super.pdf ,Ultragrip Super,Natural Rubber/ Nitrile Blend,Flocklined,Picot,Beaded,"6-6.5, 7-7.5, 8-8.5, 9-9.5, XL",300,0.55,"Yellow on Yellow, Mauve on Mauve",Chlorinated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking,https://www.dplgroup.com/product/viking/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Ergonomically designed to reduce hand fatigue
Thin coating improves sensitivity and dexterity
Crinkled finish for excellent grip in wet and dry conditions
Open back ensures ventilation and breathability
Polycotton Seamless liner for excellent comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/viking-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/viking-new-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
DIY
Gardening
Carpentry
Home repairs
Light industrial
Light repairs and maintenance
Small Parts Assembly
Logistics and Warehousing
",https://www.dplgroup.com/wp-content/uploads/2022/01/Viking.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-Knock-It.pdf ,Viking,Natural Rubber,Polycotton,Crinkle Finish,Normal Overlocked,"7, 8, 9, 10, 11, 12",,,"Black, Blue, Green,
Grey coating on a Grey,
Yellow liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-3-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/EN-407-242x300.png ,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking A1,https://www.dplgroup.com/product/viking-a1/,https://www.dplgroup.com/wp-content/uploads/2021/12/Cold-and-winter.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Acrylic 10G knitted seamless liner for excellent comfort
Crinkled finish for excellent grip in wet and dry conditions
Cold resistance level ‘2’
Durable coating with higher dexterity
Open back ensures ventilation and breathability
",https://www.dplgroup.com/wp-content/uploads/2021/11/VIKING-A1-1-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-A1-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Construction
Steel and Glass Industry
Recycling
Cold Resistance
Handling of Sharp Objects
",https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-A1.pdf ,Viking A1,Natural Rubber,Acrylic brushed hi viz liner,Crinkled,Normal/Machine Overlocked,"7, 8, 9, 10, 11,12",,,"Blue coating on Hi vis yellow, White liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-511-X2X-bw-new.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-2142X-bw-new-.jpg ,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking cold,https://www.dplgroup.com/product/viking-cold/,https://www.dplgroup.com/wp-content/uploads/2021/12/Cold-and-winter.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Terrybrush 10 gauge knitted seamless liner for excellent comfort
Crinkle finish for excellent grip in wet and dry conditions
Seamless Liner ensures ventilation and breathability
Durable coating with higher dexterity
",https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-cold-new-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-cold-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
Cold Robust Work Under Cold Conditions
General Work
Soft Services
",https://www.dplgroup.com/wp-content/uploads/2022/02/SE-Viking-cold.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-Cold.pdf ,Viking Cold,Natural Rubber,Terry brushed,Crinkled,Normal/Machine Overlocked,"7,8,9,10,11,12",,,Grey on Grey liner,,https://www.dplgroup.com/wp-content/uploads/2022/01/2242X-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/EN-511-X2X-150x150.jpg , ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking Edge 32,https://www.dplgroup.com/product/viking-edge-32/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg ,"
TDM Cut Resistance Level “F”
Durable coating with higher dexterity
Crinkled finish for excellent grip in wet and dry conditions
Ergonomically designed to reduce hand fatigue
Seamless liner for excellent comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/viking-edge-32-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-Edge-32-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Metal stamping
Pulp and paper (changing slitter blades)
Steel and Glass Industry
Construction
Metal recycling
Metal fabrication
Applications involving high cut hazards
",https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-edge-32.pdf ,Viking Edge 32,Natural Rubber,HPPE/steel engineered yarn,Crinkled,Normal/Machine Overlocked,"7,8,9,10,11,12",,,Black coating on Black and white liner,Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3X43F-BW-New.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-407-238x300.png ,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking Flex,https://www.dplgroup.com/product/viking-flex/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Ergonomically designed to reduce hand fatigue
Thin coating improves sensitivity and dexterity
Crinkled finish for excellent grip in wet and dry conditions
Open back ensures ventilation and breathability
Seamless liner for excellent comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/VIKING-FLEX-4-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/viking_flex_industry-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Gardening
Carpentry
DIY applications
Light Industrial
Light Repairs and Maintenance
Logistics and Warehousing
Construction
Light Machinery Assembly
",https://www.dplgroup.com/wp-content/uploads/2022/01/Viking-flex.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-flex.pdf ,Viking Flex,Natural Rubber,Nylon,Crinkled,Normal/Machine Overlocked,"7, 8, 9, 10, 11,12",,,"Black, Blue, Green, Grey coating on a Grey, Yellow liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3141X-New.jpg ,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking H3,https://www.dplgroup.com/product/viking-h3/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg ,"
TDM Cut Resistance Level “B”
Durable coating with higher dexterity
Crinkled finish for excellent grip in wet and dry conditions
Ergonomically designed to reduce hand fatigue
Seamless liner for excellent comfort and fit
",https://www.dplgroup.com/wp-content/uploads/2021/11/viking-H3-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Construction
Metal recycling
Metal Fabrication
Steel and Glass Industry
Recycling
",,Viking H3,Natural Rubber,HPPE/Nylon/Spandex,Crinkled,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Black and White liner,Palm coated,,EN 388- 3X42B,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking H5 / HV,https://www.dplgroup.com/product/viking-h5-hv/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg ,"
TDM Cut Resistance Level “D”
Durable coating with higher dexterity
Ergonomically design to reduce hand fatigue
Seamless liner for excellent comfort and fit
Crinkled finish for excellent grip in wet and dry conditions
",https://www.dplgroup.com/wp-content/uploads/2022/01/Viking-H5-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/viking-H5-HV-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Viking-H5-1-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
Steel and Glass Industry
High Cut Hazard Applications
Recycling
Food Industry
Construction
",https://www.dplgroup.com/wp-content/uploads/2022/02/SE-Viking-H5.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-H5.pdf ,Viking H5,Natural Rubber,HPPE/Glass,Crinkled,Normal Overlocked,"7, 8, 9, 10, 11, 12",,,"Black coating on Orange
Hi-vis, Black and White liner",,https://www.dplgroup.com/wp-content/uploads/2022/01/EN-388-03-238x300.png ,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
